x,x_dot,theta,theta_dot
2.992457782562851776e-01,-3.370437590655009277e-03,3.132825972180425467e+00,-4.059345918097377603e-02
2.991022872466445603e-01,6.073164432647799134e-04,3.131007272271522091e+00,5.576391874832882338e-03
2.993574453612183328e-01,4.295683483707590268e-03,3.133849396457208059e+00,4.903376176496879180e-02
2.998969109185625759e-01,6.076068131578240931e-03,3.140077293574423667e+00,7.070263643419202881e-02
3.004820505743300285e-01,5.176550461178570407e-03,3.146935482270982298e+00,6.118428848138420667e-02
3.008555107178757515e-01,2.007915922984954398e-03,3.151407250813087924e+00,2.483964218474536689e-02
3.008544465150511660e-01,-2.024522145003104096e-03,3.151541688118519424e+00,-2.220953793894835104e-02
3.004814562528391186e-01,-5.144836405576267736e-03,3.147304397009299759e+00,-5.923472179294118206e-02
2.999025018821482869e-01,-5.987108251423777297e-03,3.140581767388024748e+00,-7.002522011927460321e-02
2.993731361715417649e-01,-4.193894366360909585e-03,3.134341581415018840e+00,-4.998794608063219375e-02
2.991256528687154526e-01,-5.685909958011001099e-04,3.131322661342920366e+00,-8.104325481057002289e-03
2.992671477872269614e-01,3.285755454886819631e-03,3.132832852427525072e+00,3.710072549085287330e-02
2.997332599150929755e-01,5.674926009137101941e-03,3.138182971401026311e+00,6.575019424611713847e-02
3.003173708475472270e-01,5.557096883056760611e-03,3.145000687802984363e+00,6.534903662655970613e-02
3.007621588825842851e-01,2.998323294195657206e-03,3.150282227171496530e+00,3.623898018449439595e-02
3.008730171530140662e-01,-8.628313505774817512e-04,3.151716011540350859e+00,-8.624870371999965313e-03
3.006031596710126985e-01,-4.323038586419255570e-03,3.148694122502985415e+00,-4.944452206007774603e-02
3.000732867190561426e-01,-5.864476141417870880e-03,3.142569436360700852e+00,-6.830986760049226336e-02
2.995176870571456540e-01,-4.820366414696904828e-03,3.136050552140116299e+00,-5.705543059150745139e-02
2.991806087416971072e-01,-1.664487392630708195e-03,3.132003639533228689e+00,-2.079871918972625924e-02
2.992088827955344255e-01,2.204442177220200354e-03,3.132192564179082872e+00,2.438794960595361272e-02
2.995880085297393802e-01,5.083115679762525811e-03,3.136510206308562587e+00,5.860402944922582513e-02
3.001494450118969981e-01,5.712183549636807439e-03,3.143036250334082293e+00,6.687819481670792543e-02
3.006454708026198297e-01,3.827810437097498020e-03,3.148890860693018379e+00,4.572169952106689556e-02
3.008585327159934986e-01,2.726994868809605151e-04,3.151505694405555058e+00,4.599516593534084402e-03
3.006966595257244412e-01,-3.381910874176948835e-03,3.149750520945393539e+00,-3.830889367411827173e-02
3.002330851216912233e-01,-5.530188797511515278e-03,3.144421250527465794e+00,-6.414374193379286659e-02
2.996731877028722124e-01,-5.236407905363595940e-03,3.137879569489211207e+00,-6.164962892975935776e-02
2.992635244595541755e-01,-2.643625319525448776e-03,3.133006512662356968e+00,-3.208402853082643891e-02
2.991832076094647630e-01,1.095551560376216513e-03,3.131933442323065364e+00,1.140755515520024306e-02
2.994656360216187418e-01,4.332254349341315217e-03,3.135110097569990373e+00,4.964031253763822454e-02
2.999846857533674527e-01,5.647350174665227360e-03,3.141116762071278767e+00,6.584714446896301754e-02
3.005109518540853286e-01,4.473613539564619095e-03,3.147298204805863531e+00,5.303151625239426598e-02
3.008131872816233732e-01,1.341211675611564446e-03,3.150937821894037150e+00,1.699043227616149274e-02
3.007598956155134173e-01,-2.362401314427796384e-03,3.150451044347228002e+00,-2.630897960248149842e-02
3.003765099250765291e-01,-5.007284079287153966e-03,3.146075213493729983e+00,-5.780446981222280012e-02
2.998333293714166015e-01,-5.437163622491675459e-03,3.139754871568472439e+00,-6.372455891988326737e-02
2.993699258991158185e-01,-3.475609936072791058e-03,3.134277976117907816e+00,-4.161311066191181185e-02
2.991894358838752543e-01,1.518220175386841798e-06,3.132045937298344018e+00,-1.346380276679434457e-03
2.993695237892605165e-01,3.458165527018957578e-03,3.134020788662462031e+00,3.928250566692666201e-02
2.998290372901795675e-01,5.376057671586471388e-03,3.139311062753773918e+00,6.242280619492766164e-02
3.003645032605793963e-01,4.920908963631207694e-03,3.145573636426492570e+00,5.800547838938840267e-02
3.007402173793312095e-01,2.306332094590936126e-03,3.150051478586180842e+00,2.812881849351192912e-02
3.007920371441624163e-01,-1.306367969013530125e-03,3.150787520024615151e+00,-1.393457803079131696e-02
3.004990483206053109e-01,-4.324707681519208806e-03,3.147479738638212066e+00,-4.963712709479541074e-02
2.999919156417149013e-01,-5.425945206616966318e-03,3.141604306562861826e+00,-6.332925919936302495e-02
2.994946792873010022e-01,-4.136851643607520994e-03,3.135757281100807869e+00,-4.911939786903618543e-02
2.992257380633731589e-01,-1.037722103118702850e-03,3.132507251177339747e+00,-1.341083910706893437e-02
2.993019318579359100e-01,2.499530890221600236e-03,3.133267240165498180e+00,2.798562553975206257e-02
2.996878334924952259e-01,4.918738662126603302e-03,3.137680621731158137e+00,5.685235070587345285e-02
3.002121471009556175e-01,5.163095408639409994e-03,3.143787638731684098e+00,6.057674630429962098e-02
3.006437122158815423e-01,3.137523445585268904e-03,3.148895483532203166e+00,3.766520701073157451e-02
3.007934567441631346e-01,-2.547354000235515213e-04,3.150765782481655730e+00,-1.662646324229595258e-03
3.005972131914437240e-01,-3.515780422430373267e-03,3.148595359477107447e+00,-4.003615589358716642e-02
3.001431507873001392e-01,-5.213825255476499387e-03,3.143360679227255261e+00,-6.060256267735858460e-02
2.996322275817884240e-01,-4.611357949984575336e-03,3.137379021977107829e+00,-5.442570453593686269e-02
2.992892533274742473e-01,-1.986331521191595124e-03,3.133282702642438800e+00,-2.437237833475769042e-02
2.992639404120333024e-01,1.496208435461401920e-03,3.132860606254083802e+00,1.621652607000883400e-02
2.995655965392816644e-01,4.301730892467181024e-03,3.136277228787494931e+00,4.945046194344690504e-02
3.000598480486427744e-01,5.201410686581596325e-03,3.142009736865329916e+00,6.076978538429094606e-02
3.005284380859821192e-01,3.810558515875507157e-03,3.147526322011822142e+00,4.532495279953572404e-02
3.007656383636703179e-01,7.536147651540139316e-04,3.150404558598587812e+00,1.005553530507211774e-02
3.006685713023045103e-01,-2.616908198534795196e-03,3.149395013096123463e+00,-2.943029725849694717e-02
3.002817764839854631e-01,-4.818735907115740368e-03,3.144963310581833760e+00,-5.576236612178447211e-02
2.997768297128020620e-01,-4.890860396485459394e-03,3.139075931664485175e+00,-5.744526159723279540e-02
2.993762659060611453e-01,-2.813677293199889819e-03,3.134327826238844317e+00,-3.387977721995711483e-02
2.992554696202619491e-01,4.876382933922222287e-04,3.132798522492877602e+00,4.435309732276394162e-03
2.994659058331680668e-01,3.555957591277957366e-03,3.135141513106982636e+00,4.058376821371444121e-02
2.999132512101274073e-01,5.044679500574174823e-03,3.140305451703944595e+00,5.869697022444982093e-02
3.003996143857585177e-01,4.308402376286663525e-03,3.146005499701682417e+00,5.091812288365815675e-02
3.007110830981507554e-01,1.683459178711115348e-03,3.149734309989985714e+00,2.081309414955403655e-02
3.007118240357672945e-01,-1.665972223825563057e-03,3.149864925769501500e+00,-1.826368540028380436e-02
3.004032826891679386e-01,-4.264556579178068428e-03,3.146360463622793535e+00,-4.909467156956476286e-02
2.999227603604858183e-01,-4.974770411649183377e-03,3.140781209332565105e+00,-5.818083128023675277e-02
2.994823639662713144e-01,-3.495126094594292344e-03,3.135590256767776030e+00,-4.165303948747422352e-02
2.992753526098209660e-01,-4.884829803233688584e-04,3.133066004632676371e+00,-6.920056592860440378e-03
2.993913304060859537e-01,2.715580146665675688e-03,3.134302202299530382e+00,3.065504245162357574e-02
2.997775145314703349e-01,4.708516509687361157e-03,3.138734375646871300e+00,5.454901503805712620e-02
3.002627052666626550e-01,4.621348271239188177e-03,3.144397106763289873e+00,5.434069434586388109e-02
3.006331580789620705e-01,2.504220039158280928e-03,3.148795432330782074e+00,3.025885757004020266e-02
3.007267772530967664e-01,-7.008767038681150679e-04,3.150004209859079030e+00,-6.978937650947271941e-03
3.005040181516098752e-01,-3.579858259315038191e-03,3.147510586384424602e+00,-4.093879094059207219e-02
3.000645349370851256e-01,-4.869782392065522859e-03,3.142431128226562898e+00,-5.671968088349833154e-02
2.996026561813056044e-01,-4.012705458807003765e-03,3.137012280901857242e+00,-4.749072619581536092e-02
2.993214308774848620e-01,-1.397586797985624334e-03,3.133636612301350599e+00,-1.744977143627573363e-02
2.993433782214940386e-01,1.816513669910604922e-03,3.133775583236395601e+00,2.008581224824445427e-02
2.996571299890622431e-01,4.214392317852406686e-03,3.137348122191666366e+00,4.858380670596878365e-02
3.001231921306292127e-01,4.747050435755718889e-03,3.142765163854763788e+00,5.557452218841195390e-02
3.005359230791977421e-01,3.190933636300239459e-03,3.147636195849719876e+00,3.810836889198387228e-02
3.007142948830128781e-01,2.418974336179427996e-04,3.149824270869613141e+00,3.999672407205729328e-03
3.005812892804096137e-01,-2.796581377722160647e-03,3.148383418370460429e+00,-3.167178883711964377e-02
3.001971040683971137e-01,-4.589261243151189149e-03,3.143967280326528613e+00,-5.322611571981961803e-02
2.997319554635316519e-01,-4.355358810783725894e-03,3.138532990383340326e+00,-5.127259160732635518e-02
2.993906779073197133e-01,-2.209221483026106020e-03,3.134473928472471194e+00,-2.680355789064071612e-02
2.993224967559381389e-01,8.951355478356629296e-04,3.133565554340472126e+00,9.301284391377921332e-03
2.995558046516852979e-01,3.588618078214761940e-03,3.136188975794613309e+00,4.111439432127492188e-02
2.999863958945697129e-01,4.690215433150447116e-03,3.141171561637396525e+00,5.468342009886616867e-02
3.004239558938270882e-01,3.724800642643227595e-03,3.146310686912876076e+00,4.415000074042398082e-02
3.006762144266477699e-01,1.128463158675085563e-03,3.149347778981765433e+00,1.427976566982895081e-02
3.006334013657683268e-01,-1.948756387623262320e-03,3.148960426275783764e+00,-2.169350240118683715e-02
3.003160043888038477e-01,-4.152423799962732046e-03,3.145338304195001822e+00,-4.793169792672925811e-02
2.998650236626400623e-01,-4.519176297038920986e-03,3.140091144157963754e+00,-5.296183505315556206e-02
2.994793678663583703e-01,-2.898240018428883697e-03,3.135533572002557001e+00,-3.469424861903398077e-02
2.993280997828758339e-01,-1.333988157105439913e-05,3.133663996114354422e+00,-1.288597449521242111e-03
2.994763309557618713e-01,2.860984136047032157e-03,3.135288427386803800e+00,3.249292095202634817e-02
2.998572443480801430e-01,4.462121647399851058e-03,3.139673366088010287e+00,5.180716392962860656e-02
3.003021624179158522e-01,4.093619218588025882e-03,3.144876576048566630e+00,4.824966379086628732e-02
3.006152374115503290e-01,1.928667395221306214e-03,3.148607348579645748e+00,2.351400253868914450e-02
3.006596801378300654e-01,-1.071159247999402611e-03,3.149235007905478501e+00,-1.141081550769736108e-02
3.004174994780265950e-01,-3.583381743185952949e-03,3.146501493623426349e+00,-4.112387463364721579e-02
2.999967161207203747e-01,-4.507019570120762361e-03,3.141626839717083897e+00,-5.260045939759511180e-02
2.995832282288909965e-01,-3.445146021210579359e-03,3.136764992016776610e+00,-4.090155776302067947e-02
2.993586525777198748e-01,-8.757744255123525202e-04,3.134051798345773410e+00,-1.129969319433233796e-02
2.994205727922570337e-01,2.063646685213911796e-03,3.134667051493879253e+00,2.309762865684061861e-02
2.997401596417816894e-01,4.079815750130761851e-03,3.138321536753159169e+00,4.715194414005872969e-02
3.001755432662723821e-01,4.292017385255678455e-03,3.143392387625351780e+00,5.035309852587938756e-02
3.005347693120055119e-01,2.617233189399829647e-03,3.147643628193337317e+00,3.141315317529874002e-02
3.006604497990956748e-01,-1.977557201815259395e-04,3.149212180449209697e+00,-1.219527138447616850e-03
3.004987071941809251e-01,-2.909839700565676219e-03,3.147424236079995108e+00,-3.313060587236664467e-02
3.001222280185522617e-01,-4.328170241295010989e-03,3.143084372407470184e+00,-5.030475340344206514e-02
2.996976406254011627e-01,-3.836754335248912344e-03,3.138113835520656814e+00,-4.527943149815726737e-02
2.994117681756636173e-01,-1.662458179420186729e-03,3.134700032752130827e+00,-2.038930744576602713e-02
2.993894081480334424e-01,1.229727921370928241e-03,3.134333886587051587e+00,1.331643221882214401e-02
2.996388840976825785e-01,3.565264499508381986e-03,3.137158926136167203e+00,4.098020419323136765e-02
3.000490511447797548e-01,4.321155733140974280e-03,3.141915847649122906e+00,5.048214681892464195e-02
3.004387796611854844e-01,3.174147215631027349e-03,3.146503653108350562e+00,3.775038093750279766e-02
3.006369609600778037e-01,6.391940785971162754e-04,3.148907707345361295e+00,8.506002169204900445e-03
3.005576241973232920e-01,-2.162086046787501520e-03,3.148084262991926341e+00,-2.430856700550208457e-02
3.002372005382925590e-01,-3.997635449445884406e-03,3.144413447334757361e+00,-4.625702126956580951e-02
2.998178343723154615e-01,-4.066336498745560732e-03,3.139524210245474123e+00,-4.775739524856310869e-02
2.994843459114981954e-01,-2.348041338811230738e-03,3.135571604293139192e+00,-2.826684271460900427e-02
2.993827595951131793e-01,3.919532608399653017e-04,3.134286839596806651e+00,3.531057064618849974e-03
2.995563789687949452e-01,2.944163500341707811e-03,3.136219142165452389e+00,3.359659962409906886e-02
2.999273672752232334e-01,4.188425656910639561e-03,3.140501288332322005e+00,4.873084924546768754e-02
3.003316053979500078e-01,3.585334542645895583e-03,3.145238526322525541e+00,4.236876902263546352e-02
3.005912988533787078e-01,1.410476792714796717e-03,3.148346978495573989e+00,1.742836699418314275e-02
3.005931817896260738e-01,-1.371579567689900237e-03,3.148470250942031257e+00,-1.502657194825945258e-02
3.003378962491806137e-01,-3.535284537436262243e-03,3.145571193086119433e+00,-4.069523918504078935e-02
2.999390566125070268e-01,-4.133472332444381066e-03,3.140940663110062037e+00,-4.833851770039739038e-02
2.995727170610041346e-01,-2.912125465372539766e-03,3.136622972573284152e+00,-3.470045510450384812e-02
2.993996431250923740e-01,-4.183778487330505245e-04,3.134513292373188875e+00,-5.894908660340003950e-03
2.994947647981841543e-01,2.244939060120463344e-03,3.135525887728136674e+00,2.533627205069395594e-02
2.998147696141623131e-01,3.906893399397584274e-03,3.139198131961403071e+00,4.525874418070042343e-02
3.002177874896846954e-01,3.842845993463984804e-03,3.143901505502081140e+00,4.518321158352041345e-02
3.005262723985908102e-01,2.090766005331088848e-03,3.147563684417409746e+00,2.525674974047691784e-02
3.006052347698696670e-01,-5.697996897708909689e-04,3.148581650568971657e+00,-5.652167734003290915e-03
3.004212956521830069e-01,-2.964907473266711977e-03,3.146523253520310703e+00,-3.390193111563988282e-02
3.000567564895041395e-01,-4.043826611057953734e-03,3.142310319330603896e+00,-4.709648634332418149e-02
2.996728127082096127e-01,-3.339884085604380350e-03,3.137806133448890034e+00,-3.952400108569323334e-02
2.994382537263027277e-01,-1.172602748177910921e-03,3.134991144435467891e+00,-1.463001924066640452e-02
2.994552802418711246e-01,1.497430368033486180e-03,3.135092527498092974e+00,1.654941306756176067e-02
2.997149792069329077e-01,3.494455060273613835e-03,3.138049130378310903e+00,4.028076935182338392e-02
3.001018778930263919e-01,3.944830906991877301e-03,3.142545752970864914e+00,4.617975344142272176e-02
3.004452618524872665e-01,2.659405855717657859e-03,3.146598009783911909e+00,3.175581129310051792e-02
3.005945140939775828e-01,2.129760478963407312e-04,3.148428090553315961e+00,3.462567011041609629e-03
3.004851743273667108e-01,-2.313066777889963722e-03,3.147244646660674494e+00,-2.619066478962855243e-02
3.001667472750860766e-01,-3.808581285110120528e-03,3.143584752009018324e+00,-4.416871508044786093e-02
2.997803215705224233e-01,-3.622229500692685476e-03,3.139070466468991683e+00,-4.263870174623872467e-02
2.994960666380436232e-01,-1.845484542410227293e-03,3.135690023594811748e+00,-2.238402312230856894e-02
2.994382831180319449e-01,7.318544668052796420e-04,3.134922136917516866e+00,7.589184924684114555e-03
2.996310640936928338e-01,2.973019842574540009e-03,3.137089273876933149e+00,3.405759243180367379e-02
2.999882926735942257e-01,3.895288298169988488e-03,3.141222632245410651e+00,4.541242979169625438e-02
3.003520746478635095e-01,3.100867232013249097e-03,3.145494934305062440e+00,3.675076401511845337e-02
3.005625575620278211e-01,9.486404648809537710e-04,3.148028533651191285e+00,1.199222513801179515e-02
3.005281374232850466e-01,-1.608044090784886866e-03,3.147720129457449278e+00,-1.789371255760002083e-02
3.002653301892743154e-01,-3.443762693590011765e-03,3.144721401176524544e+00,-3.974830027061177634e-02
2.998908942992824511e-01,-3.756008447133881486e-03,3.140365124729526780e+00,-4.401506581213225633e-02
2.995699797104910411e-01,-2.416211976316503477e-03,3.136572983810521631e+00,-2.891929582927811951e-02
2.994432740094598588e-01,-2.256363542253882583e-05,3.135007826796364139e+00,-1.204236432911330937e-03
2.995653313880790036e-01,2.367361827430056447e-03,3.136344573667750879e+00,2.688205260484409498e-02
2.998811182217938631e-01,3.703664685877569758e-03,3.139979463140520455e+00,4.299824973686640350e-02
3.002507900971168597e-01,3.405097678942042936e-03,3.144302408052338738e+00,4.013117917061015394e-02
3.005116199883397510e-01,1.612187702473193065e-03,3.147410194301313524e+00,1.964879776563224073e-02
3.005496369924683386e-01,-8.787383516889800232e-04,3.147944360676592446e+00,-9.349165624234021671e-03
3.003494102248806530e-01,-2.969456616979757307e-03,3.145684895984171003e+00,-3.407468672390919634e-02
3.000002583287171842e-01,-3.743681325324386359e-03,3.141640362170686096e+00,-4.368894286094746754e-02
2.996564374557564858e-01,-2.868664620678732305e-03,3.137597962680753305e+00,-3.405372109615201898e-02
2.994689663060124962e-01,-7.383227129037495118e-04,3.135333587005439515e+00,-9.512098702644777512e-03
2.995193182795308218e-01,1.704216231002343490e-03,3.135831989165914102e+00,1.906861165348550102e-02
2.997840209103953546e-01,3.384183150944885740e-03,3.138858493177935305e+00,3.910922654072887528e-02
3.001455604924669340e-01,3.567728126773157989e-03,3.143069024097040920e+00,4.185304998509370433e-02
3.004445377776133741e-01,2.182699370843967264e-03,3.146606922361765868e+00,2.619296031248891446e-02
3.005499553033368354e-01,-1.533370654593097654e-04,3.147921658525373978e+00,-8.854492751464958233e-04
3.004166058166505282e-01,-2.408703975133273060e-03,3.146448294081682473e+00,-2.742061788355405066e-02
3.001044297015928453e-01,-3.593035414322421055e-03,3.142849993196140002e+00,-4.175782126739918665e-02
2.997516000125590718e-01,-3.191968664895320548e-03,3.138719773018767700e+00,-3.766688110446105020e-02
2.995133677865069455e-01,-1.390789817161874106e-03,3.135875280136400267e+00,-1.705030483014420561e-02
2.994937418615800095e-01,1.011102946756941992e-03,3.135558884718105954e+00,1.093954538284284787e-02
2.997001006905070097e-01,2.955146151901042600e-03,3.137895215436143914e+00,3.396401385402694761e-02
3.000404989248346421e-01,3.589803156278908568e-03,3.141842720187477678e+00,4.193544510060528280e-02
3.003646113046545829e-01,2.643630706772119674e-03,3.145657819835181446e+00,3.143721225043047407e-02
3.005301406711287093e-01,5.414083734511016986e-04,3.147665225805591938e+00,7.187040051163760303e-03
3.004652652921198097e-01,-1.786669890281075918e-03,3.146993243820776165e+00,-2.008242403971542689e-02
3.001997970234863145e-01,-3.316592616103448792e-03,3.143952349739336682e+00,-3.837378357102996101e-02
2.998515082017098043e-01,-3.380634727225976036e-03,3.139892033216879152e+00,-3.970137347503984587e-02
2.995738962253965965e-01,-1.958992441194633890e-03,3.136602019623228710e+00,-2.357846965829066624e-02
2.994885250181995584e-01,3.151672882372718188e-04,3.135523373316176698e+00,2.811453940214752624e-03
2.996318021648609053e-01,2.437924758805081870e-03,3.137117368031227205e+00,2.781597980635884190e-02
2.999394849404178887e-01,3.477549069602450457e-03,3.140668521071446229e+00,4.045747343182055228e-02
3.002754536867943691e-01,2.983343179653685437e-03,3.144605457065158483e+00,3.525182867274638532e-02
3.004919381471041206e-01,1.181223072410164361e-03,3.147196303319786725e+00,1.458797058262928902e-02
3.004945096152086825e-01,-1.129542193149567393e-03,3.147310443451484918e+00,-1.236710294850375952e-02
3.002832576523529196e-01,-2.930939818719410003e-03,3.144911845105340387e+00,-3.373547886757884140e-02
2.999522072798171957e-01,-3.434384077909495223e-03,3.141068604036866496e+00,-4.016056551673916758e-02
2.996474926351537227e-01,-2.426013402728278544e-03,3.137477505676689482e+00,-2.890433796052893634e-02
2.995028393131339284e-01,-3.575616146814709255e-04,3.135714843591781431e+00,-5.013331152886804122e-03
2.995808842598325361e-01,1.856179112097001505e-03,3.136544608186809580e+00,2.094407236862001753e-02
2.998460742065775508e-01,3.241867689599756477e-03,3.139587503780493449e+00,3.755223096521696780e-02
3.001808342426666720e-01,3.195321411650941298e-03,3.143494038701015736e+00,3.756711686521391896e-02
3.004376868801825196e-01,1.745147744056670070e-03,3.146542941459264497e+00,2.107670215698889682e-02
3.005042301170577357e-01,-4.634350462926208839e-04,3.147399575226724089e+00,-4.579527151810131209e-03
3.003523154080883772e-01,-2.455847443422518907e-03,3.145700081590619313e+00,-2.807768926919539110e-02
3.000499253801066080e-01,-3.357982576551102240e-03,3.142205663354848522e+00,-3.910635302136090258e-02
2.997307780624686169e-01,-2.779619659179723059e-03,3.138461877590272842e+00,-3.289085169992853053e-02
2.995351786069574418e-01,-9.833390899055352314e-04,3.136114861214201799e+00,-1.226026690655955022e-02
2.995483614025769570e-01,1.234691318025245461e-03,3.136187867955025688e+00,1.363910901079134000e-02
2.997633456249564343e-01,2.897679911369456258e-03,3.138635038543434508e+00,3.339889649890136203e-02
3.000845330250843657e-01,3.278106562513463142e-03,3.142367709565825340e+00,3.837238520086784510e-02
3.003702011141511918e-01,2.216085513523759556e-03,3.145738591581800581e+00,2.645846899950959549e-02
3.004950444679986843e-01,1.865203652678046060e-04,3.147268759046187636e+00,2.988101918974154104e-03
3.004051325965665376e-01,-1.913418606801773605e-03,3.146296426777048794e+00,-2.166132697660205081e-02
3.001411891074466931e-01,-3.160791716962798193e-03,3.143263037688704742e+00,-3.665373056417466774e-02
2.998201667296565009e-01,-3.012334962412815433e-03,3.139513036416762937e+00,-3.545679793072993580e-02
2.995834355366359669e-01,-1.541235547008392315e-03,3.136698080872548644e+00,-1.868867060408316988e-02
2.995345207512072894e-01,5.985716869528776105e-04,3.136049583690479370e+00,6.194541523646037579e-03
2.996938409561587524e-01,2.463233717419049083e-03,3.137840109888909712e+00,2.821456903511232808e-02
2.999902177073807130e-01,3.235088866813539028e-03,3.141269126712573634e+00,3.771331033408257399e-02
3.002926492225340693e-01,2.581194920274378600e-03,3.144820680262310209e+00,3.058875754644136552e-02
3.004682396420506052e-01,7.969940977230557553e-04,3.146933857309464511e+00,1.006571619618048738e-02
3.004405643671362869e-01,-1.327171504840927996e-03,3.146688381396798739e+00,-1.476267654983285348e-02
3.002229344627170837e-01,-2.856201342681823074e-03,3.144205475003319705e+00,-3.296399534673447040e-02
2.999120464794494123e-01,-3.121647495908146542e-03,3.140588757113564888e+00,-3.657891967876148592e-02
2.996450239390211490e-01,-2.014048365974564943e-03,3.137433707964627061e+00,-2.410215742037011277e-02
2.995389325934613156e-01,-2.792783000986837351e-05,3.136123860157402632e+00,-1.107378174571148127e-03
2.996394623385650324e-01,1.959149829805560943e-03,3.137224155648450807e+00,2.224297292302880938e-02
2.999012749144077117e-01,3.074208413710905960e-03,3.140237503313442868e+00,3.568816454246861308e-02
3.002084232081345672e-01,2.832229087181783837e-03,3.143829074410619651e+00,3.337703692243033232e-02
3.004257007483253084e-01,1.347276921693087853e-03,3.146417614528952633e+00,1.641483183459465853e-02
3.004581607654123743e-01,-7.210955342852139920e-04,3.146871569331353591e+00,-7.662377966417448401e-03
3.002925962362006373e-01,-2.460903407509944154e-03,3.145003660835828718e+00,-2.823613487086531690e-02
3.000028713584523277e-01,-3.109627807081708113e-03,3.141647754186723596e+00,-3.628729677530218023e-02
2.997169908345649336e-01,-2.388424165828168140e-03,3.138286809773121355e+00,-2.834987669651101161e-02
2.995605252343927494e-01,-6.219921609022472861e-04,3.136397365163416495e+00,-8.002232388929818654e-03
2.996014821487478219e-01,1.407621842190119902e-03,3.136801210727570233e+00,1.574514790651130453e-02
2.998207457290832934e-01,2.807287468995356330e-03,3.139307881125105837e+00,3.243992344509162573e-02
3.001209688623128757e-01,2.965589524524252837e-03,3.142804098317701467e+00,3.478709349975232096e-02
3.003697840962074039e-01,1.820029459569776249e-03,3.145748148970725744e+00,2.183708114859213290e-02
3.004581681106479052e-01,-1.185983725101526123e-04,3.146849715723333496e+00,-6.331341768414297782e-04
3.003482063908402555e-01,-1.994080721978701721e-03,3.145635336553039174e+00,-2.269720785102289154e-02
3.000893359580222297e-01,-2.982823286134450667e-03,3.142651710991305247e+00,-3.466382244157848597e-02
2.997961404444567934e-01,-2.655399255477986550e-03,3.139219781985734148e+00,-3.133260337474996771e-02
2.995976328105985909e-01,-1.163183612477070071e-03,3.136849921736849289e+00,-1.425433904027231628e-02
2.995804860890203813e-01,8.315374429368157291e-04,3.136577274731549014e+00,8.989102120637776361e-03
2.997511996247188004e-01,2.449592280977736739e-03,3.138509676038512719e+00,2.815095185585690316e-02
3.000337045339133146e-01,2.982217747956125101e-03,3.141785590330065325e+00,3.483562400776223783e-02
3.003032391322473238e-01,2.201556798026875830e-03,3.144958031627149708e+00,2.617728484140868436e-02
3.004414652848723666e-01,4.581066426928983660e-04,3.146633881530878973e+00,6.067338807944650664e-03
3.003883992859439078e-01,-1.476659350103964440e-03,3.146085333394583738e+00,-1.659361900218769489e-02
3.001684433989837419e-01,-2.751679620920092183e-03,3.143566051316345700e+00,-3.183534315036465334e-02
2.998791839601315234e-01,-2.810472019819789530e-03,3.140194098367832698e+00,-3.300332382236792483e-02
2.996481049601706914e-01,-1.634124301620834031e-03,3.137455812697599544e+00,-1.966453477014801221e-02
2.995763984760863030e-01,2.534393301976287853e-04,3.136550644542438260e+00,2.237726851714361143e-03
2.996946576272894736e-01,2.018915620732294157e-03,3.137865815196777319e+00,2.303218035329854252e-02
2.999498490188431954e-01,2.887358651490373393e-03,3.140810904345684218e+00,3.358918500145079838e-02
3.002290715952347089e-01,2.482267050788708549e-03,3.144082673058906874e+00,2.932856794130614050e-02
3.004095119050417817e-01,9.888954023988037832e-04,3.146241826284605914e+00,1.220667356912571132e-02
3.004124570675540395e-01,-9.304076616339560218e-04,3.146346069561818393e+00,-1.018053385356632382e-02
3.002376245379608233e-01,-2.430034685260493068e-03,3.144361311254537661e+00,-2.796756218889984158e-02
2.999628365338326552e-01,-2.853491680401472243e-03,3.141171437833343294e+00,-3.336576956619444895e-02
2.997093935978658030e-01,-2.020825716006267262e-03,3.138184805215742390e+00,-2.407387505125126170e-02
2.995885232687627853e-01,-3.050744142990905990e-04,3.136712414567341511e+00,-4.258137988258882227e-03
2.996525725559716080e-01,1.534924559922763981e-03,3.137392529937410135e+00,1.731546896659689333e-02
2.998723508701778284e-01,2.690113553456641247e-03,3.139914101826486004e+00,3.115886223172758401e-02
3.001504124267095341e-01,2.656802737085193003e-03,3.143158789398594166e+00,3.123366637800886747e-02
3.003642561619749851e-01,1.456396636000232290e-03,3.145696908507701561e+00,1.758544457160593141e-02
3.004202967740358110e-01,-3.770070118972384610e-04,3.146417366217459044e+00,-3.711054952529873208e-03
3.002948134300634786e-01,-2.034339799069088701e-03,3.145013991044322221e+00,-2.325583596079872431e-02
3.000439681986367124e-01,-2.788471722998390155e-03,3.142115437671013201e+00,-3.247198544509818929e-02
2.997786893713891843e-01,-2.313183417391432087e-03,3.139003760758866779e+00,-2.736917387024761020e-02
2.996156010920574819e-01,-8.243094240250603555e-04,3.137047176875920940e+00,-1.027080547023665781e-02
2.996257773805707791e-01,1.018218092748428933e-03,3.137098787332725180e+00,1.124252900977096639e-02
2.998037609660960112e-01,2.402927551184970076e-03,3.139124484226258893e+00,2.769408283296287063e-02
3.000704012990746405e-01,2.724024596354617401e-03,3.142223044499561357e+00,3.188453755711873061e-02
3.003080421197210637e-01,1.846465343117220008e-03,3.145026986835400606e+00,2.204253797206033941e-02
3.004124415938672632e-01,1.626818423340317048e-04,3.146306085704144717e+00,2.572294825372275009e-03
